distance,event_type,orientation,length,width,depth,joint_number,comments,year
26970.73,metal loss,56.5,0.55,0.91,12.0,7400.0,near girth weld,2015
26970.74,metal loss,84.0,0.51,1.02,24.0,7400.0,near girth weld,2015
26970.84,metal loss,66.5,0.98,7.17,12.0,7400.0,near girth weld,2015
26985.1,metal loss,358.0,0.63,2.01,23.0,7420.0,,2015
26985.11,metal loss,161.0,0.55,1.18,11.0,7420.0,,2015
26985.13,metal loss,65.5,0.75,1.58,11.0,7420.0,,2015
26985.31,metal loss,113.0,0.91,2.24,29.0,7420.0,,2015
26985.43,metal loss,321.5,1.06,2.91,20.0,7420.0,,2015
27284.67,metal loss,176.5,1.22,2.13,13.0,7490.0,,2015
27285.06,metal loss,183.5,0.67,1.42,17.0,7490.0,,2015
27356.48,metal loss,175.0,0.51,1.14,11.0,7520.0,,2015
27515.06,metal loss,222.5,0.63,1.1,12.0,7550.0,,2015
27515.29,cluster,239.0,1.08,4.23,19.0,7550.0,near girth weld,2015
27985.61,metal loss,303.5,0.79,1.46,18.0,7670.0,,2015
27987.82,cluster,234.5,1.74,2.45,23.0,7670.0,,2015
27992.04,metal loss,57.0,0.71,1.26,24.0,7670.0,,2015
27992.33,metal loss,58.0,0.63,1.26,11.0,7670.0,,2015
28302.37,metal loss,137.5,1.85,0.71,12.0,7760.0,,2015
28674.28,metal loss,218.5,0.67,1.06,12.0,7860.0,,2015
28674.43,metal loss,214.0,1.06,2.13,12.0,7860.0,,2015
28855.32,attachment,180.0,,,,7900.0,Repair Marker 2012 Dig #15 Recoat,2015
28857.18,metal loss,201.5,1.73,2.4,46.0,7910.0,Recoat,2015
28857.2,metal loss,133.0,1.69,6.58,31.0,7910.0,Recoat,2015
28857.22,metal loss,178.0,1.06,2.56,57.0,7910.0,Recoat,2015
28857.97,attachment,180.0,,,,7910.0,Repair Marker 2012 Dig #15 Recoat,2015
29095.07,attachment,180.0,,,,7960.0,Repair Marker,2015
29097.91,attachment,180.0,,,,7970.0,Repair Marker,2015
29171.19,cluster,179.0,1.69,7.08,49.0,7990.0,,2015
29171.21,cluster,122.49999999999999,1.74,6.91,55.0,7990.0,,2015
29248.63,attachment,180.0,,,,8000.0,Repair Marker,2015
29249.65,metal loss,237.5,1.26,4.8,48.0,8000.0,Recoat,2015
29249.68,metal loss,119.5,0.67,3.74,31.0,8000.0,Recoat,2015
29249.86,metal loss,166.5,1.65,4.05,35.0,8000.0,Recoat,2015
29251.38,metal loss,177.5,1.34,2.36,14.0,8010.0,Recoat,2015
29251.39,metal loss,166.5,1.81,1.06,15.0,8010.0,Recoat,2015
29252.85,attachment,180.0,,,,8010.0,Repair Marker,2015
29453.57,metal loss,182.5,1.26,1.89,17.0,8060.0,,2015
29454.29,metal loss,170.5,0.91,1.3,10.0,8060.0,,2015
29454.61,metal loss,171.0,0.75,0.93,44.0,8060.0,,2015
29455.36,metal loss,196.0,1.89,1.1,13.0,8060.0,,2015
29455.36,metal loss,186.5,0.35,1.26,15.0,8060.0,,2015
29455.91,metal loss,182.0,2.05,1.53,14.0,8060.0,,2015
29458.65,metal loss,175.5,1.18,1.42,12.0,8060.0,,2015
29464.32,metal loss,151.5,2.36,2.05,11.0,8060.0,,2015
29464.33,metal loss,164.0,2.21,2.09,13.0,8060.0,,2015
29464.97,metal loss,149.5,1.65,2.17,12.0,8060.0,,2015
29465.5,metal loss,224.5,1.61,1.61,29.0,8060.0,,2015
29465.64,metal loss,159.5,0.43,0.87,13.0,8060.0,,2015
29466.75,metal loss,134.5,1.89,1.14,33.0,8060.0,,2015
29466.77,metal loss,152.5,1.42,1.18,11.0,8060.0,,2015
29467.97,metal loss,222.5,0.75,1.3,22.0,8060.0,,2015
29469.06,metal loss,231.5,0.83,0.6,67.0,8060.0,,2015
29470.96,metal loss,155.5,0.63,0.98,14.0,8060.0,,2015
29471.01,metal loss,228.5,0.71,1.06,21.0,8060.0,,2015
29485.33,metal loss,239.5,0.91,1.22,11.0,8060.0,,2015
29485.34,metal loss,249.00000000000003,1.02,0.63,13.0,8060.0,,2015
29485.63,metal loss,242.0,0.67,1.1,13.0,8060.0,,2015
29486.15,metal loss,240.0,0.79,1.65,22.0,8060.0,,2015
29490.01,attachment,180.0,,,,8060.0,Repair Marker 2012 Dig #16 Recoat,2015
29490.44,metal loss,253.0,0.71,2.28,44.0,8060.0,Recoat,2015
29490.45,metal loss,148.0,0.75,1.58,66.0,8060.0,Recoat,2015
29492.62,attachment,180.0,,,,8070.0,Repair Marker 2012 Dig #16 Recoat,2015
29496.67,metal loss manufacturing,195.5,0.35,0.63,15.0,8070.0,,2015
29742.02,metal loss,314.5,0.67,2.01,47.0,8140.0,,2015
30307.15,cluster,184.5,1.37,4.84,48.0,8280.0,,2015
30308.39,metal loss,134.0,1.38,1.18,11.0,8280.0,,2015
30308.63,metal loss,133.0,0.79,1.42,10.0,8280.0,,2015
30308.91,metal loss,142.5,0.75,1.46,16.0,8280.0,,2015
30309.22,metal loss,133.5,0.63,1.18,23.0,8280.0,,2015
30309.45,metal loss,134.5,0.51,0.79,10.0,8280.0,,2015
30333.12,metal loss,125.5,0.59,1.06,19.0,8290.0,,2015
30357.49,metal loss,160.0,0.59,2.05,10.0,8300.0,,2015
30395.95,metal loss,180.5,1.5,2.05,11.0,8300.0,,2015
30396.32,metal loss,168.5,0.75,1.14,12.0,8300.0,,2015
30517.65,metal loss,230.5,1.73,1.1,11.0,8340.0,,2015
30621.83,metal loss manufacturing,343.5,2.28,4.84,13.0,8360.0,,2015
30624.35,metal loss manufacturing,349.5,2.17,5.47,10.0,8360.0,,2015
30970.79,metal loss,175.5,0.75,1.5,14.0,8460.0,near girth weld,2015
30970.88,metal loss,172.0,0.47,6.97,18.0,8460.0,affecting girth weld,2015
31060.9,metal loss manufacturing,127.5,0.32,0.63,15.0,8500.0,,2015
31153.53,metal loss,128.5,1.69,2.36,12.0,8520.0,,2015
31153.86,metal loss,212.5,1.14,1.77,18.0,8520.0,,2015
31154.3,metal loss,209.5,1.97,1.42,19.0,8520.0,,2015
31154.98,metal loss,212.0,0.98,2.01,13.0,8520.0,,2015
31450.88,metal loss,155.0,1.85,0.91,13.0,8590.0,,2015
31450.96,metal loss,241.50000000000003,0.79,1.61,19.0,8590.0,,2015
31555.39,metal loss,358.0,1.02,0.7,67.0,8640.0,,2015
31555.44,metal loss,36.5,0.87,1.3,28.0,8640.0,,2015
31555.71,metal loss,58.5,0.75,1.06,14.0,8640.0,,2015
31558.06,metal loss,140.0,1.22,3.35,10.0,8650.0,,2015
31558.06,metal loss,163.0,0.67,0.63,16.0,8650.0,,2015
31558.11,metal loss,305.0,0.98,5.28,10.0,8650.0,,2015
31597.75,metal loss,177.5,1.38,1.22,11.0,8660.0,,2015
31598.12,metal loss,258.5,1.1,0.94,11.0,8660.0,,2015
31598.14,metal loss,159.0,0.79,1.1,14.0,8660.0,,2015
31598.17,metal loss,147.5,2.13,1.1,12.0,8660.0,,2015
31598.18,cluster,177.5,1.62,3.98,21.0,8660.0,,2015
31598.21,metal loss,215.5,0.91,2.09,30.0,8660.0,,2015
31598.28,metal loss,106.5,0.71,1.22,23.0,8660.0,,2015
31599.89,metal loss,358.5,0.91,1.65,10.0,8660.0,,2015
31600.23,metal loss,343.5,0.75,0.79,10.0,8660.0,,2015
31612.77,metal loss,74.0,0.63,1.02,13.0,8660.0,,2015
31623.69,metal loss,122.0,0.91,2.91,14.0,8680.0,Recoat,2015
31623.7,cluster,181.5,3.49,4.5,21.0,8680.0,Recoat,2015
31623.73,metal loss,151.5,1.61,0.59,18.0,8680.0,Recoat,2015
31623.87,metal loss,192.5,0.51,1.26,13.0,8680.0,Recoat,2015
31625.39,attachment,180.0,,,,8680.0,Repair Marker,2015
31632.19,metal loss,151.5,0.67,1.18,13.0,8680.0,,2015
31632.34,metal loss,190.5,0.79,1.42,22.0,8680.0,,2015
31634.25,metal loss,257.5,0.75,1.14,12.0,8690.0,,2015
31635.4,metal loss,177.0,0.91,2.64,23.0,8690.0,,2015
31656.41,metal loss,183.0,0.63,1.14,13.0,8700.0,,2015
31695.07,metal loss,159.5,1.73,2.36,15.0,8700.0,affecting girth weld,2015
32268.11,metal loss,207.5,0.67,2.52,14.0,8910.0,,2015
32268.22,metal loss,178.5,1.3,3.19,11.0,8910.0,,2015
32400.7,metal loss,188.5,0.55,5.87,15.0,8960.0,affecting girth weld,2015
32410.99,cluster,263.0,2.17,12.07,21.0,8980.0,near girth weld,2015
32563.95,metal loss,313.5,1.85,1.77,12.0,9030.0,near girth weld,2015
32564.03,metal loss,32.0,1.3,2.01,12.0,9030.0,affecting girth weld,2015
32564.8,metal loss,359.5,1.18,0.94,11.0,9040.0,,2015
32564.85,metal loss,41.0,1.69,1.02,11.0,9040.0,,2015
32644.89,metal loss,205.0,0.75,2.01,15.0,9060.0,,2015
32644.93,metal loss,129.5,0.55,1.18,14.0,9060.0,,2015
32730.9,attachment,180.0,,,,9090.0,Repair Marker,2015
32734.62,attachment,180.0,,,,9090.0,Repair Marker,2015
32953.13,attachment,180.0,,,,9150.0,Repair Marker,2015
32956.66,attachment,180.0,,,,9150.0,Repair Marker,2015
32962.22,metal loss,271.5,1.5,2.48,12.0,9160.0,near girth weld,2015
32975.48,cluster,230.5,1.06,9.15,42.0,9160.0,,2015
32975.75,metal loss,237.5,1.61,3.54,20.0,9160.0,,2015
32975.76,cluster,264.5,2.2,2.26,41.0,9160.0,,2015
32976.05,metal loss,198.5,1.73,0.91,10.0,9160.0,,2015
32976.06,metal loss,260.0,0.43,0.63,10.0,9160.0,,2015
32976.06,metal loss,236.0,0.67,0.63,14.0,9160.0,,2015
32976.06,metal loss,248.00000000000003,0.59,1.42,26.0,9160.0,,2015
32976.07,metal loss,185.5,1.89,1.69,12.0,9160.0,,2015
32976.19,metal loss,237.5,0.55,2.13,10.0,9160.0,,2015
32976.23,metal loss,263.0,0.59,1.53,17.0,9160.0,,2015
32976.69,cluster,229.5,3.37,8.32,32.0,9160.0,,2015
32977.13,metal loss,202.5,0.63,1.34,18.0,9160.0,,2015
32977.14,metal loss,218.0,1.46,0.83,13.0,9160.0,,2015
32978.35,metal loss,219.0,1.38,1.97,11.0,9160.0,,2015
33080.72,attachment,180.0,,,,9180.0,Repair Marker 2012 Dig #19 Recoat,2015
33081.18,cluster,166.5,0.67,4.84,43.0,9180.0,Recoat,2015
33083.19,attachment,180.0,,,,9190.0,Repair Marker 2012 Dig #19 Recoat,2015
33161.16,metal loss,96.0,0.55,1.18,10.0,9200.0,,2015
33162.93,metal loss,112.0,1.42,0.87,19.0,9210.0,,2015
33240.91,metal loss,247.5,1.42,1.1,11.0,9220.0,,2015
33241.33,metal loss,134.5,0.79,0.98,17.0,9220.0,,2015
33241.53,metal loss,215.5,0.91,1.93,18.0,9220.0,,2015
33241.58,metal loss,251.5,1.02,1.38,18.0,9220.0,,2015
33242.21,metal loss,212.5,0.55,1.73,17.0,9230.0,affecting girth weld,2015
33322.96,metal loss,234.5,0.87,3.07,16.0,9250.0,,2015
33354.59,metal loss,361.5,2.28,2.17,41.0,9250.0,,2015
33355.15,metal loss,347.0,0.79,1.38,33.0,9250.0,,2015
33356.79,metal loss,380.5,2.05,2.09,15.0,9250.0,,2015
33356.8,metal loss,38.0,1.89,0.67,12.0,9250.0,,2015
33359.42,metal loss,34.5,1.93,1.58,23.0,9250.0,,2015
33360.47,metal loss,383.5,0.55,1.58,10.0,9250.0,,2015
33360.82,cluster,380.0,2.53,7.63,18.0,9250.0,,2015
33361.0,metal loss,42.5,0.35,0.59,14.0,9250.0,,2015
33371.68,metal loss,203.0,0.39,0.87,12.0,9260.0,,2015
33371.79,metal loss,206.0,0.75,1.38,28.0,9260.0,,2015
33371.83,metal loss,189.0,0.98,0.87,10.0,9260.0,,2015
33372.14,metal loss,193.0,0.83,1.58,12.0,9260.0,,2015
33400.71,metal loss,227.0,1.58,1.42,14.0,9260.0,,2015
33402.69,metal loss,200.0,0.59,0.94,31.0,9270.0,,2015
33425.22,metal loss,166.0,0.63,1.1,23.0,9270.0,,2015
33431.52,metal loss,167.0,0.67,0.87,46.0,9270.0,,2015
33436.25,cluster,178.0,2.18,1.3,21.0,9270.0,,2015
33440.39,metal loss,167.5,0.75,1.14,37.0,9270.0,,2015
33440.62,cluster,164.5,3.29,3.96,62.0,9270.0,,2015
33441.11,metal loss,166.0,1.14,1.61,22.0,9270.0,,2015
33441.24,metal loss,166.0,0.79,1.42,11.0,9270.0,,2015
33441.59,metal loss,172.0,0.79,0.63,23.0,9270.0,affecting girth weld,2015
33441.6,metal loss,186.5,0.79,0.59,33.0,9270.0,affecting girth weld,2015
33441.66,metal loss,177.5,1.15,2.21,35.0,9270.0,affecting girth weld,2015
33443.96,metal loss,192.5,0.98,1.5,17.0,9280.0,,2015
33452.49,metal loss,150.5,0.47,0.94,14.0,9280.0,,2015
33453.38,metal loss,140.5,1.38,1.89,17.0,9280.0,,2015
33454.04,metal loss,133.0,0.91,1.38,15.0,9280.0,,2015
33454.28,metal loss,136.0,0.55,1.1,15.0,9280.0,,2015
33455.77,metal loss,133.5,0.67,1.73,13.0,9280.0,,2015
33456.0,metal loss,129.5,1.02,1.69,24.0,9280.0,,2015
33456.25,metal loss,136.5,0.71,1.1,12.0,9280.0,,2015
33457.78,metal loss,227.5,0.43,0.87,10.0,9280.0,,2015
33458.68,metal loss,227.0,0.91,1.5,13.0,9280.0,,2015
33458.7,metal loss,125.5,0.98,1.77,26.0,9280.0,,2015
33459.28,metal loss,227.0,0.47,1.1,17.0,9280.0,,2015
33460.07,metal loss,231.0,1.3,1.61,17.0,9280.0,,2015
33460.75,metal loss,121.0,0.63,1.34,10.0,9280.0,,2015
33469.53,metal loss,136.0,0.63,1.02,14.0,9280.0,,2015
33469.68,metal loss,132.0,0.59,1.69,14.0,9280.0,,2015
33469.86,metal loss,149.5,0.79,0.63,16.0,9280.0,,2015
33470.43,metal loss,131.5,1.18,1.42,12.0,9280.0,,2015
33470.61,metal loss,132.5,0.47,0.75,10.0,9280.0,,2015
33472.3,metal loss,117.5,0.98,2.21,10.0,9280.0,,2015
33472.4,metal loss,130.0,0.87,1.14,12.0,9280.0,,2015
33473.47,metal loss,114.0,1.26,2.17,23.0,9280.0,,2015
33473.94,metal loss,122.0,0.63,1.97,18.0,9280.0,,2015
33474.08,metal loss,118.0,0.55,1.38,18.0,9280.0,,2015
33474.4,metal loss,130.0,1.73,1.65,14.0,9280.0,,2015
33474.4,metal loss,115.0,0.79,1.1,13.0,9280.0,,2015
33474.46,metal loss,216.5,1.85,0.75,12.0,9280.0,,2015
33474.48,metal loss,238.0,1.77,1.77,31.0,9280.0,,2015
33474.49,metal loss,223.5,1.34,0.94,14.0,9280.0,,2015
33474.55,metal loss,152.0,2.17,1.3,10.0,9280.0,,2015
33474.61,metal loss,133.0,0.79,1.34,22.0,9280.0,,2015
33474.85,metal loss,122.49999999999999,0.67,1.14,23.0,9280.0,,2015
33474.94,metal loss,147.5,0.35,0.59,10.0,9280.0,,2015
33474.96,metal loss,239.5,0.75,1.61,15.0,9280.0,,2015
33475.18,metal loss,239.0,0.43,0.79,12.0,9280.0,,2015
33475.41,metal loss,154.5,0.71,1.61,19.0,9280.0,,2015
33475.43,metal loss,172.0,0.67,1.02,10.0,9280.0,,2015
33475.6,metal loss,238.5,0.79,1.18,28.0,9280.0,,2015
33476.02,metal loss,114.0,0.59,1.1,12.0,9280.0,,2015
33476.08,metal loss,237.0,0.71,1.18,21.0,9280.0,,2015
33476.26,cluster,153.0,2.75,1.78,23.0,9280.0,,2015
33476.32,metal loss,125.5,0.75,1.46,48.0,9280.0,,2015
33476.57,metal loss,130.0,0.51,1.22,17.0,9280.0,,2015
33476.75,cluster,224.0,1.54,4.44,26.0,9280.0,,2015
33476.9,metal loss,112.5,0.59,1.14,15.0,9280.0,,2015
33477.16,metal loss,241.50000000000003,0.51,1.06,12.0,9280.0,,2015
33477.36,metal loss,126.5,0.87,0.63,11.0,9280.0,,2015
33477.37,metal loss,129.0,1.97,3.03,12.0,9280.0,,2015
33477.5,metal loss,215.0,0.83,1.26,14.0,9280.0,,2015
33477.5,metal loss,236.0,0.55,1.14,11.0,9280.0,,2015
33477.56,metal loss,129.5,0.43,0.98,12.0,9280.0,,2015
33477.66,metal loss,234.5,0.43,0.98,14.0,9280.0,,2015
33477.75,metal loss,119.0,0.43,0.87,18.0,9280.0,,2015
33478.02,metal loss,130.0,0.63,1.42,11.0,9280.0,,2015
33478.37,metal loss,238.5,0.47,1.02,12.0,9280.0,,2015
33479.85,metal loss,132.5,0.35,0.59,11.0,9280.0,,2015
33482.37,metal loss,359.0,2.09,1.73,12.0,9290.0,,2015
33482.38,metal loss,345.0,1.69,1.38,14.0,9290.0,,2015
33482.42,metal loss,248.00000000000003,0.83,4.37,13.0,9290.0,,2015
33527.69,metal loss,380.0,0.59,1.1,19.0,9300.0,,2015
33527.99,metal loss,378.5,0.67,1.18,17.0,9300.0,,2015
33528.75,metal loss,345.5,1.58,1.06,12.0,9300.0,,2015
33528.83,metal loss,360.5,0.87,1.22,14.0,9300.0,,2015
33529.18,metal loss,352.5,0.71,1.69,10.0,9300.0,,2015
33529.5,metal loss,376.0,2.05,1.22,11.0,9300.0,,2015
33529.51,metal loss,31.5,1.02,1.93,14.0,9300.0,,2015
33529.96,metal loss,345.0,0.43,0.71,15.0,9300.0,,2015
33530.39,cluster,372.5,2.69,3.56,35.0,9300.0,,2015
33530.47,metal loss,339.0,0.35,0.59,10.0,9300.0,,2015
33530.56,cluster,340.5,1.96,1.3,23.0,9300.0,,2015
33530.99,metal loss,360.0,0.79,1.73,12.0,9300.0,,2015
33531.02,cluster,381.5,1.61,1.03,19.0,9300.0,,2015
33531.04,metal loss,344.5,0.83,1.02,14.0,9300.0,,2015
33531.19,metal loss,347.0,0.55,1.1,22.0,9300.0,,2015
33562.56,cluster,155.0,3.82,9.49,35.0,9310.0,,2015
33562.61,metal loss,217.0,1.14,8.74,17.0,9310.0,,2015
33562.8,metal loss,136.0,0.71,1.34,12.0,9310.0,,2015
33764.38,metal loss,223.5,1.06,1.61,16.0,9360.0,,2015
33764.65,metal loss,221.5,0.75,1.46,30.0,9360.0,,2015
33764.89,metal loss,215.0,1.46,2.09,15.0,9360.0,,2015
33765.2,metal loss,208.0,0.91,2.01,12.0,9360.0,,2015
33766.34,metal loss,217.0,0.67,1.22,18.0,9360.0,,2015
33766.62,metal loss,216.0,0.98,1.81,15.0,9360.0,,2015
33766.89,metal loss,220.0,1.22,1.73,10.0,9360.0,,2015
33788.65,metal loss,235.5,0.79,1.42,11.0,9360.0,,2015
33789.47,metal loss,233.5,0.55,0.59,11.0,9360.0,,2015
33789.54,metal loss,234.5,0.47,0.79,11.0,9360.0,,2015
33789.71,metal loss,236.0,0.98,1.73,17.0,9360.0,,2015
33800.23,attachment,195.0,,,,9360.0,Repair Marker,2015
33800.97,metal loss,243.5,0.51,2.6,25.0,9360.0,Repaired?,2015
33800.98,metal loss,65.5,0.63,1.42,10.0,9360.0,Repaired?,2015
33803.74,metal loss,325.5,0.67,1.81,23.0,9370.0,Recoat,2015
33803.79,metal loss,35.0,0.47,1.14,11.0,9370.0,Recoat,2015
33803.82,metal loss,371.5,0.63,1.06,15.0,9370.0,Recoat,2015
33803.84,metal loss,129.0,0.67,1.3,15.0,9370.0,Recoat,2015
33803.84,metal loss,117.0,2.17,1.22,11.0,9370.0,Recoat,2015
33804.26,attachment,180.0,,,,9370.0,Repair Marker,2015
33818.34,attachment,180.0,,,,9370.0,Repair Marker,2015
33822.18,attachment,180.0,,,,9370.0,Repair Marker,2015
33867.52,metal loss,373.5,0.59,5.83,34.0,9390.0,,2015
33903.09,metal loss,358.5,0.67,0.94,10.0,9390.0,,2015
33903.3,metal loss,359.5,0.39,1.1,13.0,9390.0,,2015
33903.37,metal loss,354.5,0.47,1.38,14.0,9390.0,,2015
33903.6,metal loss,357.5,0.55,1.1,39.0,9390.0,,2015
33903.9,metal loss,359.5,0.47,1.02,10.0,9390.0,,2015
33904.08,metal loss,385.0,2.09,1.02,10.0,9390.0,,2015
33945.79,attachment,180.0,,,,9400.0,Repair Marker 2012 Dig #21 Recoat,2015
33946.06,metal loss,328.0,0.51,1.5,19.0,9400.0,,2015
33946.08,metal loss,32.0,0.47,1.89,36.0,9400.0,,2015
33947.89,attachment,180.0,,,,9410.0,Repair Marker 2012 Dig #21 Recoat,2015
33991.86,attachment,180.0,,,,9420.0,Repair Marker,2015
33995.36,attachment,180.0,,,,9420.0,Repair Marker,2015
33999.0,metal loss,118.0,1.89,0.67,14.0,9420.0,,2015
33999.07,metal loss,127.5,1.69,1.69,17.0,9420.0,,2015
33999.32,cluster,126.5,1.96,1.49,22.0,9420.0,,2015
33999.59,metal loss,122.0,1.06,2.17,17.0,9420.0,,2015
33999.73,metal loss,217.5,0.79,1.85,11.0,9420.0,,2015
33999.86,metal loss,122.49999999999999,1.14,1.53,56.0,9420.0,,2015
34000.18,metal loss,130.0,0.63,1.18,23.0,9420.0,,2015
34000.4,metal loss,122.99999999999999,1.26,1.73,19.0,9420.0,,2015
34000.58,metal loss,129.0,0.59,1.18,11.0,9420.0,,2015
34026.21,metal loss,253.0,1.61,4.65,13.0,9420.0,,2015
34026.22,metal loss,288.5,1.81,1.53,33.0,9420.0,,2015
34026.22,metal loss,244.99999999999997,1.53,0.59,34.0,9420.0,,2015
34026.24,metal loss,223.0,1.14,2.91,12.0,9420.0,,2015
34026.28,metal loss,309.0,0.87,3.23,37.0,9420.0,,2015
34059.0,metal loss,180.0,0.71,1.22,31.0,9430.0,,2015
34063.61,metal loss,192.0,0.51,1.1,43.0,9430.0,,2015
34063.76,metal loss,189.5,0.59,1.06,21.0,9430.0,,2015
34063.93,metal loss,189.5,0.59,1.02,15.0,9430.0,,2015
34074.4,attachment,180.0,,,,9440.0,Repair Marker,2015
34075.25,metal loss,203.5,1.34,1.53,22.0,9440.0,Recoat,2015
34075.29,metal loss,191.0,0.91,1.26,14.0,9440.0,Recoat,2015
34075.48,metal loss,198.5,0.91,1.5,27.0,9440.0,Recoat,2015
34075.58,metal loss,178.5,0.51,1.02,13.0,9440.0,Recoat,2015
34075.74,metal loss,188.0,0.47,0.87,12.0,9440.0,Recoat,2015
34075.9,metal loss,190.0,0.59,0.94,29.0,9440.0,Recoat,2015
34077.68,attachment,180.0,,,,9440.0,Repair Marker,2015
34105.76,attachment,165.0,,,,9440.0,Repair Marker,2015
34106.55,metal loss,313.5,0.98,4.49,45.0,9440.0,Repaired?,2015
34107.32,metal loss,352.5,0.94,1.58,14.0,9440.0,affecting girth weld; Recoat,2015
34108.23,metal loss,318.5,0.51,1.1,11.0,9450.0,Recoat,2015
34108.7,attachment,180.0,,,,9450.0,Repair Marker,2015
34139.92,metal loss,149.0,0.79,1.65,11.0,9450.0,,2015
34140.74,metal loss,169.5,0.94,1.46,41.0,9450.0,,2015
34156.58,metal loss,123.49999999999999,1.97,1.73,19.0,9460.0,,2015
34157.5,metal loss,152.0,1.85,2.32,31.0,9460.0,,2015
34158.24,metal loss,169.0,0.59,1.81,12.0,9460.0,,2015
34186.91,attachment,180.0,,,,9460.0,Repair Marker 2012 Dig #23 Recoat,2015
34188.41,metal loss,155.0,1.65,5.08,34.0,9470.0,Recoat,2015
34188.43,metal loss,83.5,1.81,2.05,31.0,9470.0,Recoat,2015
34188.44,metal loss,218.5,1.38,4.17,21.0,9470.0,Recoat,2015
34188.44,metal loss,116.5,1.22,4.57,29.0,9470.0,Recoat,2015
34188.45,metal loss,197.0,1.14,1.81,29.0,9470.0,Recoat,2015
34189.44,attachment,180.0,,,,9470.0,Repair Marker 2012 Dig #23 Recoat,2015
34670.26,metal loss,222.0,0.87,1.18,13.0,9590.0,,2015
34912.23,metal loss manufacturing,209.5,0.39,0.75,21.0,9650.0,,2015
34913.75,metal loss manufacturing,325.0,0.43,0.67,18.0,9650.0,,2015
34962.49,metal loss,68.0,0.79,1.38,10.0,9660.0,,2015
34971.89,metal loss,349.5,0.43,1.18,14.0,9670.0,,2015
35051.46,metal loss,63.5,0.39,1.14,11.0,9690.0,affecting girth weld,2015
35635.85,metal loss,177.5,0.51,1.22,35.0,9860.0,,2015
35794.29,metal loss,210.5,0.79,2.28,27.0,9890.0,,2015
35794.32,metal loss,182.5,0.87,0.63,14.0,9890.0,,2015
35853.48,metal loss manufacturing,186.0,0.32,0.79,15.0,9910.0,,2015
35853.56,metal loss manufacturing,180.0,0.32,0.63,10.0,9910.0,,2015
35875.95,metal loss,143.0,1.22,6.46,26.0,9920.0,,2015
35875.96,metal loss,197.0,0.91,1.93,14.0,9920.0,,2015
35875.98,metal loss,116.0,1.26,2.28,16.0,9920.0,,2015
35875.98,cluster,229.5,1.18,4.73,22.0,9920.0,,2015
35876.0,metal loss,267.5,0.79,3.46,25.0,9920.0,,2015
35876.02,metal loss,321.0,0.63,2.95,19.0,9920.0,,2015
35876.02,metal loss,44.5,0.83,2.52,11.0,9920.0,,2015
35973.21,attachment,180.0,,,,9940.0,Repair Marker 2012 Dig #24,2015
35976.78,attachment,180.0,,,,9940.0,Repair Marker 2012 Dig #24,2015
36496.68,metal loss,151.5,0.51,0.98,10.0,10070.0,,2015
37951.31,metal loss manufacturing,299.0,0.32,0.59,10.0,10510.0,,2015
38046.71,metal loss,62.50000000000001,1.26,2.48,18.0,10540.0,,2015
38363.7,metal loss,34.0,2.09,0.59,11.0,10620.0,,2015
38444.41,metal loss,290.0,2.17,1.5,18.0,10640.0,,2015
38444.42,metal loss,275.5,2.01,0.83,11.0,10640.0,,2015
38444.43,metal loss,303.0,1.73,0.83,13.0,10640.0,,2015
39159.96,metal loss,254.0,0.91,1.73,10.0,10830.0,,2015
39176.57,metal loss,141.5,0.67,1.3,10.0,10830.0,,2015
39176.57,metal loss,170.0,0.67,1.1,19.0,10830.0,,2015
39176.66,metal loss,194.5,0.83,1.69,13.0,10830.0,,2015
39205.66,metal loss,192.5,0.63,1.22,12.0,10840.0,,2015
39375.25,metal loss,191.0,1.85,2.48,14.0,10920.0,,2015
39375.31,metal loss,178.5,1.97,1.14,10.0,10920.0,,2015
39396.11,metal loss,243.0,0.32,0.59,13.0,10920.0,,2015
39425.07,metal loss,117.0,1.46,3.07,15.0,10930.0,,2015
39466.96,metal loss,274.5,0.71,0.67,10.0,10950.0,,2015
39467.04,metal loss,268.0,0.83,7.4,13.0,10950.0,,2015
39467.06,metal loss,123.49999999999999,1.34,0.59,28.0,10950.0,,2015
39467.08,metal loss,130.0,1.22,2.64,13.0,10950.0,,2015
39467.09,metal loss,95.0,1.14,3.54,18.0,10950.0,,2015
39467.23,metal loss,255.0,0.91,1.3,15.0,10950.0,,2015
39470.93,metal loss,112.0,0.79,1.14,34.0,10950.0,,2015
39471.56,metal loss,122.0,2.01,1.22,11.0,10950.0,,2015
39485.51,metal loss,90.0,1.06,1.3,24.0,10950.0,,2015
39492.71,metal loss,204.5,1.02,1.46,10.0,10950.0,,2015
39493.03,metal loss,199.5,1.26,1.5,12.0,10950.0,,2015
39506.92,metal loss,385.0,1.5,0.71,10.0,10960.0,,2015
39540.92,metal loss,287.0,1.22,1.3,15.0,10960.0,,2015
39541.34,metal loss,244.5,0.71,0.98,21.0,10960.0,,2015
39541.57,metal loss,330.5,1.42,1.46,11.0,10960.0,,2015
39551.41,metal loss,374.0,0.51,7.21,16.0,10980.0,affecting girth weld,2015
39551.98,metal loss,286.5,0.63,1.58,10.0,10980.0,,2015
39554.39,metal loss,99.0,1.58,1.58,12.0,10980.0,,2015
39592.17,metal loss,165.0,0.83,4.21,10.0,10990.0,near girth weld,2015
39592.44,metal loss,178.0,0.35,1.69,21.0,10990.0,,2015
