joint,dist_15,dist_22_aligned,orient_15,orient_22,depth_15,depth_22,growth,match_cost,event_type_15,event_type_22,anomaly_type,dist_diff_ft,orient_diff_deg,dist_within_tolerance,orient_within_tolerance,is_validated,validation_confidence,anomaly_confidence,confidence_level,annual_growth_rate,confidence_label,review_reasons,confidence_score,severity_score,severity_level,years_to_failure,status
7550.0,27515.06,27514.89984688161,222.5,244.0,12.0,20.0,8.0,0.7343433341711627,metal loss,metal loss,metal loss,0.16015311839146307,21.5,True,True,True,80.4818021494187,76.29033397299625,Medium,1.1428571428571428,Review Required,High match cost (>0.6),0.5765871037742921,33.82857142857143,Moderate,52.5,Active
7670.0,27985.61,27985.35711606096,303.5,354.5,18.0,14.0,-4.0,1.718705991909104,metal loss,,metal loss,0.25288393903974793,51.0,True,True,True,54.97116060960252,51.423125619245454,Low,-0.5714285714285714,Review Required,High match cost (>0.6); Low confidence (<70%),0.3678220458468146,8.685714285714287,Low,100.0,Static
7670.0,27992.04,27987.89814771395,57.0,218.5,24.0,37.0,13.0,6.79229108160465,metal loss,metal loss,metal loss,4.141852286051289,161.5,True,False,False,8.581477139487104,32.08254970433187,Low,1.8571428571428572,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.12833196161790097,58.57142857142858,High,23.153846153846153,High Risk
7670.0,27992.33,27992.11526377491,58.0,47.50000000000001,11.0,31.0,20.0,0.4106234849180251,metal loss,metal loss,metal loss,0.2147362250907463,10.499999999999993,True,True,True,89.10263774909254,78.90824674981954,Medium,2.857142857142857,Confident,,0.7089063883394175,73.37142857142857,Critical,17.15,High Risk
7860.0,28674.43,28674.1332513566,214.0,192.5,12.0,37.0,25.0,0.7756744603699949,metal loss,metal loss,metal loss,0.2967486433990416,21.5,True,True,True,79.11584689934291,68.54132749193357,Medium,3.5714285714285716,Review Required,High match cost (>0.6); Low confidence (<70%),0.5631662910732136,83.6,Critical,12.04,High Risk
7910.0,28857.22,28857.1767875,178.0,173.5,57.0,27.0,-30.0,0.1561003528385104,metal loss,metal loss,metal loss,0.04321250000066357,4.5,True,True,True,95.81787499999336,82.27645442356459,High,-4.285714285714286,Review Required,Unusual depth change,0.8649768141189079,0.0,Low,100.0,Static
8000.0,29249.65,29249.75169696969,237.5,244.5,48.0,26.0,-22.0,0.2545323517524278,metal loss,metal loss,metal loss,0.10169696969023789,7.0,True,True,True,93.14969696976428,82.37317202270646,High,-3.142857142857143,Review Required,Unusual depth change,0.7971097744933582,6.971428571428575,Low,100.0,Static
8000.0,29249.68,29249.69987205387,119.5,109.0,31.0,61.0,30.0,0.3505636868315729,metal loss,metal loss,metal loss,0.019872053868311923,10.5,True,True,True,91.05127946131688,76.63345908387262,Medium,4.285714285714286,Confident,,0.7404315766448626,100.0,Critical,4.433333333333334,High Risk
8000.0,29249.86,29249.48061279461,166.5,158.0,35.0,21.0,-14.0,0.4735107489715378,metal loss,metal loss,metal loss,0.3793872053902305,8.5,True,True,True,89.12279461276437,80.40865714330158,High,-2.0,Review Required,Unusual depth change,0.6786513099398611,8.000000000000002,Low,100.0,Static
8010.0,29251.38,29249.523468013464,177.5,214.0,14.0,23.0,9.0,2.21968213823837,metal loss,metal loss,metal loss,1.8565319865374477,36.5,True,True,True,51.018013467958866,56.124895367727504,Low,1.2857142857142858,Review Required,High match cost (>0.6); Low confidence (<70%),0.31058966601813187,38.45714285714286,Moderate,44.33333333333333,Active
8060.0,29453.57,29453.61085053654,182.5,168.5,17.0,41.0,24.0,0.468451218499308,metal loss,metal loss,metal loss,0.04085053654125659,14.0,True,True,True,87.92482796792076,75.99961902566436,Medium,3.4285714285714284,Confident,,0.6809895946165346,86.0,Critical,11.375,High Risk
8060.0,29454.61,29454.98189115512,171.0,173.5,44.0,17.0,-27.0,0.381113468274116,metal loss,,metal loss,0.37189115511864657,2.5,True,True,True,94.1977551154802,68.60070616427296,Medium,-3.857142857142857,Review Required,Low confidence (<70%); Unusual depth change,0.7240534706026959,0.0,Low,100.0,Static
8060.0,29455.36,29459.783015290825,196.0,183.5,13.0,18.0,5.0,4.442597818166051,metal loss,metal loss,metal loss,4.423015290823969,12.5,True,True,True,45.35318042509364,51.65334581616787,Low,0.7142857142857143,Review Required,High match cost (>0.6); Low confidence (<70%),0.18373578820434727,25.542857142857144,Low,86.8,Active
8060.0,29455.36,29459.783015290825,196.0,183.5,13.0,18.0,5.0,4.442597818166051,metal loss,metal loss,metal loss,4.423015290823969,12.5,True,True,True,45.35318042509364,51.65334581616787,Low,0.7142857142857143,Review Required,High match cost (>0.6); Low confidence (<70%),0.18373578820434727,25.542857142857144,Low,86.8,Active
8060.0,29455.36,29458.529123689623,186.5,172.0,15.0,15.0,0.0,3.205769185583361,metal loss,metal loss,metal loss,3.169123689622211,14.5,True,True,True,56.225429770444556,59.623230969724695,Low,0.0,Review Required,High match cost (>0.6); Low confidence (<70%),0.2377686353848957,12.0,Low,100.0,Static
8060.0,29455.36,29458.529123689623,186.5,172.0,15.0,15.0,0.0,3.205769185583361,metal loss,metal loss,metal loss,3.169123689622211,14.5,True,True,True,56.225429770444556,59.623230969724695,Low,0.0,Review Required,High match cost (>0.6); Low confidence (<70%),0.2377686353848957,12.0,Low,100.0,Static
8060.0,29455.91,29460.408471909,182.0,156.5,14.0,19.0,5.0,4.578072685754594,metal loss,metal loss,metal loss,4.4984719089989085,25.5,True,True,True,33.765280910010915,46.884314063780465,Low,0.7142857142857143,Review Required,High match cost (>0.6); Low confidence (<70%),0.1792733899925367,26.342857142857145,Low,85.39999999999999,Active
8060.0,29458.65,29461.265248197076,175.5,195.0,12.0,19.0,7.0,2.6948141183211822,metal loss,,metal loss,2.615248197074834,19.5,True,True,True,57.59751802925166,48.35849551051423,Low,1.0,Review Required,High match cost (>0.6); Low confidence (<70%),0.2706496099604522,30.800000000000004,Moderate,61.0,Active
8060.0,29464.32,29463.841533790983,151.5,139.0,11.0,26.0,15.0,0.6344612078623316,metal loss,metal loss,metal loss,0.47846620901691495,12.5,True,True,True,84.79867124316418,76.27414088452667,Medium,2.142857142857143,Review Required,High match cost (>0.6),0.6118224129087,54.22857142857143,High,25.2,High Risk
8060.0,29464.33,29463.659853535228,164.0,213.0,13.0,25.0,12.0,1.7654670945749389,metal loss,metal loss,metal loss,0.6701464647740067,49.0,True,True,True,52.465202018926604,57.03415781374855,Low,1.7142857142857142,Review Required,High match cost (>0.6); Low confidence (<70%),0.3616025668725967,46.74285714285714,Moderate,32.083333333333336,Active
8060.0,29464.97,29465.98794205844,149.5,124.0,12.0,49.0,37.0,1.3261621448145704,metal loss,,metal loss,1.0179420584390755,25.5,True,True,True,68.57057941560925,45.52501115321608,Low,5.285714285714286,Review Required,High match cost (>0.6); Low confidence (<70%); Unusual depth change,0.4298926462324125,96.2,Critical,5.864864864864865,High Risk
8060.0,29465.5,29465.023944635825,224.5,210.5,29.0,30.0,1.0,0.6666381983789699,metal loss,metal loss,metal loss,0.4760553641754086,14.0,True,True,True,83.57277969157924,81.02941933939059,High,0.14285714285714285,Review Required,High match cost (>0.6),0.6000102487586296,26.228571428571428,Low,100.0,Active
8060.0,29465.64,29466.4932712944,159.5,205.0,13.0,24.0,11.0,1.7402154118454407,metal loss,,metal loss,0.8532712943997467,45.5,True,True,True,53.55062038933587,47.96829255776041,Low,1.5714285714285714,Review Required,High match cost (>0.6); Low confidence (<70%),0.36493481340086853,43.71428571428572,Moderate,35.63636363636364,Active
8060.0,29466.75,29466.646160689947,134.5,126.5,33.0,37.0,4.0,0.2861707766762472,metal loss,metal loss,metal loss,0.10383931005344493,8.0,True,True,True,92.2949402327989,88.64302790119027,High,0.5714285714285714,Confident,,0.7775017269356901,38.51428571428572,Moderate,75.25,Active
8060.0,29466.77,29467.919908056803,152.5,133.5,11.0,19.0,8.0,1.312783169533772,metal loss,metal loss,metal loss,1.1499080568028148,19.0,True,True,True,72.66758609863851,68.83841904445822,Medium,1.1428571428571428,Review Required,High match cost (>0.6); Low confidence (<70%),0.43237948683342736,33.028571428571425,Moderate,53.375,Active
8060.0,29467.97,29467.935792669326,222.5,206.5,22.0,28.0,6.0,0.5344292150662535,metal loss,metal loss,metal loss,0.03420733067468973,16.0,True,True,True,86.32459335991977,81.6810813540767,High,0.8571428571428571,Confident,,0.6517081336702926,35.77142857142857,Moderate,60.66666666666667,Active
8060.0,29469.06,29469.046722757805,231.5,221.0,67.0,59.0,-8.0,0.3502517454065697,metal loss,metal loss,metal loss,0.013277242196636507,10.5,True,True,True,91.11722757803363,85.464970068739,High,-1.1428571428571428,Confident,,0.7406026345841852,34.971428571428575,Moderate,100.0,Static
8060.0,29470.96,29470.1735374588,155.5,142.0,14.0,21.0,7.0,0.9061033763932492,metal loss,metal loss,metal loss,0.7864625412003079,13.5,True,True,True,80.88537458799692,75.29306534814768,Medium,1.0,Review Required,High match cost (>0.6),0.5246305170982969,32.4,Moderate,59.0,Active
8060.0,29471.01,29470.760275333945,228.5,212.5,21.0,20.0,-1.0,0.588903093284319,metal loss,metal loss,metal loss,0.24972466605322552,16.0,True,True,True,84.16942000613442,82.14871809110198,High,-0.14285714285714285,Confident,,0.6293650029549408,15.371428571428572,Low,100.0,Static
8060.0,29485.33,29485.06834006592,239.5,221.5,11.0,37.0,26.0,0.6545730830875344,metal loss,metal loss,metal loss,0.2616599340799439,18.0,True,True,True,82.38340065920056,70.68492562434605,Medium,3.7142857142857144,Review Required,High match cost (>0.6),0.6043855120221943,83.6,Critical,11.576923076923077,High Risk
8060.0,29486.15,29487.88984436569,240.0,220.5,22.0,14.0,-8.0,1.857298688100807,metal loss,,metal loss,1.7398443656893505,19.5,True,True,True,66.3515563431065,53.8400498897048,Low,-1.1428571428571428,Review Required,High match cost (>0.6); Low confidence (<70%),0.34998091174874035,6.171428571428574,Low,100.0,Static
8060.0,29490.44,29490.53066119799,253.0,242.50000000000003,44.0,27.0,-17.0,0.3615514525227272,metal loss,metal loss,metal loss,0.09066119799172156,10.499999999999972,True,True,True,90.34338802008281,81.37104328086726,High,-2.4285714285714284,Review Required,Unusual depth change,0.734456269094471,10.914285714285718,Low,100.0,Static
8060.0,29490.45,29490.3221756586,148.0,132.0,66.0,38.0,-28.0,0.5484373316061076,metal loss,metal loss,metal loss,0.12782434140171972,16.0,True,True,True,85.38842325264947,72.32974073195436,Medium,-4.0,Review Required,Unusual depth change,0.6458123810298191,10.400000000000002,Low,100.0,Static
8140.0,29742.02,29741.77748621118,314.5,296.0,47.0,33.0,-14.0,0.6626392046549787,metal loss,metal loss,metal loss,0.2425137888203608,18.5,True,True,True,82.15819544512973,75.30688013090337,Medium,-2.0,Review Required,High match cost (>0.6); Unusual depth change,0.6014533984283825,17.6,Low,100.0,Static
8280.0,30308.39,30307.71371643394,134.0,153.0,11.0,39.0,28.0,0.9265368707358445,metal loss,metal loss,metal loss,0.6762835660592827,19.0,True,True,True,77.40383100607383,65.33351571388386,Medium,4.0,Review Required,High match cost (>0.6); Low confidence (<70%),0.5190661103818107,85.2,Critical,10.25,High Risk
8280.0,30308.63,30307.25820622986,133.0,201.5,10.0,42.0,32.0,2.663724696530594,metal loss,metal loss,metal loss,1.371793770140357,68.5,True,False,False,36.28206229859643,39.90121309948083,Low,4.571428571428571,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%); Unusual depth change,0.27294627266807503,90.6,Critical,8.3125,High Risk
8280.0,30308.91,30308.002406015035,142.5,232.0,16.0,20.0,4.0,3.1183336286102357,metal loss,metal loss,metal loss,0.9075939849644783,89.5,True,False,False,40.92406015035522,52.05412374020413,Low,0.5714285714285714,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.24281665600206798,24.914285714285715,Low,100.0,Active
8280.0,30309.22,30309.549742212672,133.5,235.0,23.0,22.0,-1.0,3.3993638186080344,metal loss,metal loss,metal loss,0.3297422126706806,101.5,True,False,False,46.702577873293194,55.100198928328574,Low,-0.14285714285714285,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.22730559263370986,16.971428571428575,Low,100.0,Static
8280.0,30309.45,30311.38476906552,134.5,211.0,10.0,17.0,7.0,3.200911016709339,metal loss,metal loss,metal loss,1.9347690655195038,76.5,True,False,False,30.652309344804962,46.602231868628266,Low,1.0,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.23804360435687608,29.200000000000003,Low,63.0,Active
8290.0,30333.12,30333.18387686567,125.5,130.0,19.0,21.0,2.0,0.1630345177195601,metal loss,metal loss,metal loss,0.06387686567177298,4.5,True,True,True,95.61123134328227,93.2390837922853,Very High,0.2857142857142857,Confident,,0.8598197084990798,21.25714285714286,Low,100.0,Active
8340.0,30517.65,30521.334814203547,230.5,167.5,11.0,22.0,11.0,4.241209227879206,metal loss,metal loss,metal loss,3.684814203545102,63.0,True,False,False,13.151857964548979,36.58461313560581,Low,1.5714285714285714,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.19079566499287387,42.114285714285714,Moderate,36.90909090909091,Active
8460.0,30970.79,30969.88173800582,175.5,169.5,14.0,21.0,7.0,0.9300214245230856,metal loss,metal loss,metal loss,0.9082619941800658,6.0,True,True,True,85.91738005819934,77.11082092484548,Medium,1.0,Review Required,High match cost (>0.6),0.5181289633855247,32.4,Moderate,59.0,Active
8520.0,31153.53,31153.487484850757,128.5,115.0,12.0,16.0,4.0,0.4520039136059034,metal loss,,metal loss,0.0425151492418081,13.5,True,True,True,88.32484850758192,74.39104073952853,Medium,0.5714285714285714,Confident,,0.6887033778831919,21.71428571428571,Low,100.0,Active
8520.0,31153.86,31153.6589070098,212.5,201.0,18.0,29.0,11.0,0.4328773904370641,metal loss,metal loss,metal loss,0.20109299019895843,11.5,True,True,True,88.40573676467707,81.89918728315496,High,1.5714285714285714,Confident,,0.6978964192428039,47.71428571428572,Moderate,32.45454545454545,Active
8520.0,31154.3,31152.92209246652,209.5,177.5,19.0,17.0,-2.0,1.7425288946227508,metal loss,metal loss,metal loss,1.3779075334787194,32.0,True,True,True,59.554257998546134,63.96051228865748,Medium,-0.2857142857142857,Review Required,High match cost (>0.6); Low confidence (<70%),0.36462696964130076,12.342857142857143,Low,100.0,Static
8520.0,31154.98,31156.15505423805,212.0,192.5,13.0,11.0,-2.0,1.3428523605968217,metal loss,metal loss,metal loss,1.1750542380505067,19.5,True,True,True,71.99945761949493,70.80468723405995,Medium,-0.2857142857142857,Review Required,High match cost (>0.6),0.426830139542066,7.5428571428571445,Low,100.0,Static
8640.0,31555.39,31555.60073978356,358.0,355.5,67.0,50.0,-17.0,0.2266179622617327,metal loss,,metal loss,0.21073978356071166,2.5,True,True,True,95.80926883105955,75.98120034842962,Medium,-2.4285714285714284,Review Required,Unusual depth change,0.8152497605335267,29.314285714285717,Low,100.0,Static
8640.0,31555.44,31555.087362300117,36.5,37.5,28.0,26.0,-2.0,0.3542096250652921,metal loss,,metal loss,0.35263769988159765,1.0,True,True,True,95.64028966785068,79.60925925404655,Medium,-0.2857142857142857,Confident,,0.7384381128968759,19.542857142857144,Low,100.0,Static
8640.0,31555.71,31553.07767727346,58.5,165.0,14.0,11.0,-3.0,4.419459575180045,metal loss,metal loss,metal loss,2.632322726538405,106.5,True,False,False,23.676772734615952,43.806316396351875,Low,-0.42857142857142855,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.18452024341684994,6.9142857142857155,Low,100.0,Static
8650.0,31558.11,31557.80905294074,305.0,312.0,10.0,18.0,8.0,0.3808064822493577,metal loss,metal loss,metal loss,0.3009470592623984,7.0,True,True,True,91.15719607404267,84.98931177538864,High,1.1428571428571428,Confident,,0.7242144448590526,32.22857142857143,Moderate,54.25,Active
8660.0,31597.75,31597.02487293725,177.5,181.5,11.0,25.0,14.0,0.7372835512266093,metal loss,,metal loss,0.7251270627493795,4.0,True,True,True,89.41539603917286,67.4344966663931,Medium,2.0,Review Required,High match cost (>0.6); Low confidence (<70%),0.5756112750241317,51.2,High,27.5,High Risk
8660.0,31598.14,31603.009416176115,159.0,138.5,14.0,11.0,-3.0,4.917129075046112,metal loss,metal loss,metal loss,4.869416176115919,20.5,True,True,True,34.22250490550747,47.55902825696761,Low,-0.42857142857142855,Review Required,High match cost (>0.6); Low confidence (<70%),0.16900087649215378,6.9142857142857155,Low,100.0,Static
8660.0,31598.17,31598.090737430168,147.5,132.5,12.0,23.0,11.0,0.5062435727751304,metal loss,metal loss,metal loss,0.07926256983046187,15.0,True,True,True,86.70737430169538,80.20004715580777,High,1.5714285714285714,Confident,,0.6639032478376534,42.91428571428571,Moderate,36.27272727272727,Active
8660.0,31598.21,31598.14014804469,215.5,222.5,30.0,28.0,-2.0,0.2435646528230046,metal loss,metal loss,metal loss,0.06985195530796773,7.0,True,True,True,93.46814711358698,90.71145691740257,Very High,-0.2857142857142857,Confident,,0.8041399357322591,21.142857142857146,Low,100.0,Static
8660.0,31598.28,31598.127039106144,106.5,105.0,23.0,25.0,2.0,0.1609255574753691,metal loss,metal loss,metal loss,0.15296089385446976,1.5,True,True,True,97.2203910614553,93.92960664232056,Very High,0.2857142857142857,Confident,,0.8613816739246147,24.45714285714286,Low,100.0,Active
8660.0,31599.89,31599.966324022345,358.5,362.0,10.0,29.0,19.0,0.1394147319983626,metal loss,metal loss,metal loss,0.07632402234594338,3.5,True,True,True,96.32009310987391,87.25734399899258,High,2.7142857142857144,Confident,,0.8776435585014335,69.54285714285714,High,18.789473684210524,High Risk
8680.0,31623.87,31623.754026234288,192.5,185.5,13.0,28.0,15.0,0.2605654596787326,metal loss,metal loss,metal loss,0.11597376571080531,7.0,True,True,True,93.0069290095586,85.00161502735006,High,2.142857142857143,Confident,,0.7932947807842202,55.82857142857143,High,24.266666666666666,High Risk
8680.0,31632.19,31632.07878848606,151.5,151.0,13.0,29.0,16.0,0.1124534508616118,metal loss,metal loss,metal loss,0.11121151394036133,0.5,True,True,True,98.47121819392973,89.95590778111256,High,2.2857142857142856,Confident,,0.898914016784689,58.85714285714286,High,22.3125,High Risk
8680.0,31632.34,31632.365463654583,190.5,190.5,22.0,35.0,13.0,0.0254636545832909,metal loss,metal loss,metal loss,0.025463654583290918,0.0,True,True,True,99.74536345416709,93.95320465745448,Very High,1.8571428571428572,Confident,,0.9751686425262548,56.97142857142857,High,24.23076923076923,High Risk
8690.0,31634.25,31633.10248314811,257.5,234.5,12.0,20.0,8.0,1.3800625721847593,metal loss,metal loss,metal loss,1.1475168518882128,23.0,True,True,True,69.35816481445121,67.14797655423331,Medium,1.1428571428571428,Review Required,High match cost (>0.6); Low confidence (<70%),0.42015702094842744,33.82857142857143,Moderate,52.5,Active
8690.0,31635.4,31635.405100848257,177.0,184.0,23.0,31.0,8.0,0.233389080930034,metal loss,metal loss,metal loss,0.005100848255096935,7.0,True,True,True,94.11565818411569,88.76948816986359,High,1.1428571428571428,Confident,,0.8107741632072439,42.628571428571426,Moderate,42.875,Active
8910.0,32268.22,32268.111297839856,178.5,161.5,11.0,12.0,1.0,0.5769985014983491,metal loss,metal loss,metal loss,0.10870216014518519,17.0,True,True,True,84.74631173188149,82.52200503943408,High,0.14285714285714285,Confident,,0.6341160115560496,11.828571428571431,Low,100.0,Active
9030.0,32563.95,32563.5160284264,313.5,300.5,12.0,27.0,15.0,0.6132773471054112,metal loss,metal loss,metal loss,0.43397157360232086,13.0,True,True,True,84.82695093064345,76.52646700594555,Medium,2.142857142857143,Review Required,High match cost (>0.6),0.6198562211229389,55.028571428571425,High,24.733333333333334,High Risk
9040.0,32564.8,32564.6317413832,359.5,360.5,11.0,14.0,3.0,0.1715286367876276,metal loss,,metal loss,0.1682586167989939,1.0,True,True,True,97.48408049867672,83.40120085631636,High,0.42857142857142855,Confident,,0.853585621894856,17.885714285714286,Low,100.0,Active
9040.0,32564.85,32564.71052188932,41.0,30.5,11.0,18.0,7.0,0.3767680232698061,metal loss,metal loss,metal loss,0.13947811067919247,10.5,True,True,True,89.85521889320808,84.93225081859315,High,1.0,Confident,,0.7263387753769971,30.0,Moderate,62.0,Active
9060.0,32644.89,32644.921063563565,205.0,188.0,15.0,16.0,1.0,0.5675174500334546,metal loss,metal loss,metal loss,0.031063563565112418,17.0,True,True,True,85.52269769768222,82.94762200206219,High,0.14285714285714285,Confident,,0.6379514307663099,15.02857142857143,Low,100.0,Active
9060.0,32644.93,32644.90704604605,129.5,109.0,14.0,20.0,6.0,0.683718749520887,metal loss,metal loss,metal loss,0.022953953950491268,20.5,True,True,True,82.68712712716174,78.492553485902,Medium,0.8571428571428571,Review Required,High match cost (>0.6),0.5939234211679097,29.37142857142857,Low,70.0,Active
9160.0,32962.22,32960.571672163096,271.5,250.00000000000003,12.0,13.0,1.0,1.797385815296009,metal loss,metal loss,metal loss,1.6483278369050822,21.49999999999997,True,True,True,65.60005496428253,66.56432030593794,Medium,0.14285714285714285,Review Required,High match cost (>0.6); Low confidence (<70%),0.3574766106741639,12.62857142857143,Low,100.0,Active
9160.0,32975.75,32974.70079107303,237.5,234.5,20.0,45.0,25.0,1.0539636485334407,metal loss,metal loss,metal loss,1.0492089269682765,3.0,True,True,True,87.00791073031723,69.4090703028883,Medium,3.5714285714285716,Review Required,High match cost (>0.6); Low confidence (<70%),0.4868635336920467,93.0,Critical,9.799999999999999,High Risk
9160.0,32976.05,32975.43088472652,198.5,189.0,10.0,16.0,6.0,0.695400244202859,metal loss,metal loss,metal loss,0.6191152734827483,9.5,True,True,True,85.89218059850586,79.6518089380256,Medium,0.8571428571428571,Review Required,High match cost (>0.6),0.5898312232874419,26.171428571428574,Low,74.66666666666667,Active
9160.0,32976.06,32972.09033376507,236.0,171.0,14.0,14.0,0.0,4.522465529022057,metal loss,metal loss,metal loss,3.969666234930628,65.0,True,False,False,10.303337650693722,39.55369128637648,Low,0.0,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.1810785408699662,11.200000000000001,Low,100.0,Static
9160.0,32976.06,32972.09033376507,236.0,171.0,14.0,14.0,0.0,4.522465529022057,metal loss,metal loss,metal loss,3.969666234930628,65.0,True,False,False,10.303337650693722,39.55369128637648,Low,0.0,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.1810785408699662,11.200000000000001,Low,100.0,Static
9160.0,32976.06,32972.09033376507,236.0,171.0,14.0,14.0,0.0,4.522465529022057,metal loss,metal loss,metal loss,3.969666234930628,65.0,True,False,False,10.303337650693722,39.55369128637648,Low,0.0,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.1810785408699662,11.200000000000001,Low,100.0,Static
9160.0,32976.07,32976.262297499256,185.5,188.0,12.0,28.0,16.0,0.2095776053505698,metal loss,metal loss,metal loss,0.19229749925580109,2.5,True,True,True,95.99369167410866,86.79952315867808,High,2.2857142857142856,Confident,,0.8267348829678206,58.05714285714285,High,22.75,High Risk
9200.0,33161.16,33161.085092548885,96.0,88.0,10.0,23.0,13.0,0.2769877927710927,metal loss,metal loss,metal loss,0.07490745111863362,8.0,True,True,True,92.584258822147,85.32648879260773,High,1.8571428571428572,Confident,,0.7830928421249644,47.371428571428574,Moderate,30.69230769230769,Active
9210.0,33162.93,33162.91569205835,112.0,129.5,19.0,17.0,-2.0,0.5835087788303589,metal loss,metal loss,metal loss,0.014307941652077716,17.5,True,True,True,85.27358725014588,82.25470403974646,High,-0.2857142857142857,Confident,,0.6315089713229369,12.342857142857143,Low,100.0,Static
9220.0,33240.91,33237.6981226664,247.5,239.0,11.0,14.0,3.0,3.2243501335770355,metal loss,metal loss,metal loss,3.211877333604207,8.5,True,True,True,60.7978933306246,60.22084139047847,Medium,0.42857142857142855,Review Required,High match cost (>0.6); Low confidence (<70%),0.23672280194095421,17.885714285714286,Low,100.0,Active
9220.0,33241.33,33241.42770622791,134.5,74.0,17.0,14.0,-3.0,2.0190321818673236,metal loss,metal loss,metal loss,0.0977062279052916,60.5,True,False,False,49.022937720947084,58.34613441600166,Low,-0.42857142857142855,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.3312319775874276,9.314285714285717,Low,100.0,Static
9220.0,33241.53,33240.99027978294,215.5,146.0,18.0,14.0,-4.0,2.378706025793129,metal loss,metal loss,metal loss,0.5397202170570381,69.5,True,False,False,44.60279782942962,55.12025800061076,Low,-0.5714285714285714,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.29597129562796354,8.685714285714287,Low,100.0,Static
9220.0,33241.58,33240.68238736496,251.5,240.0,18.0,24.0,6.0,0.9760393880505248,metal loss,,metal loss,0.8976126350389677,11.5,True,True,True,81.44054031627698,65.35809973744261,Medium,0.8571428571428571,Review Required,High match cost (>0.6); Low confidence (<70%),0.5060627870310606,32.57142857142857,Moderate,65.33333333333334,Active
9250.0,33322.96,33322.83381625001,234.5,250.00000000000003,16.0,18.0,2.0,0.531852219330102,metal loss,metal loss,metal loss,0.12618374999146909,15.500000000000028,True,True,True,85.82149583341862,83.11273290029023,High,0.2857142857142857,Confident,,0.6528044855640922,18.857142857142858,Low,100.0,Active
9250.0,33354.59,33354.405231250006,361.5,352.5,41.0,33.0,-8.0,0.352334345434827,metal loss,metal loss,metal loss,0.1847687499903259,9.0,True,True,True,90.65231250009674,85.2447881114602,High,-1.1428571428571428,Confident,,0.7394621037140501,21.371428571428574,Low,100.0,Static
9250.0,33355.15,33355.289335,347.0,354.0,33.0,19.0,-14.0,0.2717695469867845,metal loss,metal loss,metal loss,0.13933499999984633,7.0,True,True,True,92.7733166666682,85.09850606719569,High,-2.0,Review Required,Unusual depth change,0.7863059800176135,6.400000000000002,Low,100.0,Static
9250.0,33356.79,33356.612987500004,380.5,381.0,15.0,21.0,6.0,0.1777953962644608,metal loss,metal loss,metal loss,0.1770124999966356,0.5,True,True,True,97.81320833336699,92.19660041876682,Very High,0.8571428571428571,Confident,,0.849043902847334,30.171428571428574,Moderate,68.83333333333334,Active
9250.0,33360.47,33359.60272000001,383.5,387.0,10.0,21.0,11.0,0.8750918291790953,metal loss,metal loss,metal loss,0.8672799999912968,3.5,True,True,True,88.41053333342037,76.963429762749,Medium,1.5714285714285714,Review Required,High match cost (>0.6),0.5333072143126955,41.31428571428572,Moderate,37.54545454545455,Active
9250.0,33361.0,33360.479815000006,42.5,31.000000000000004,14.0,31.0,17.0,0.6461709361021618,metal loss,metal loss,metal loss,0.5201849999939441,11.499999999999996,True,True,True,85.21481666672722,75.51003653406264,Medium,2.4285714285714284,Review Required,High match cost (>0.6),0.6074703289123917,62.68571428571429,High,20.176470588235297,High Risk
9260.0,33371.68,33370.956923698635,203.0,208.0,12.0,14.0,2.0,0.7420357911673534,metal loss,metal loss,metal loss,0.7230763013649266,5.0,True,True,True,88.60257031968406,81.86225868588457,High,0.2857142857142857,Review Required,High match cost (>0.6),0.5740410186003648,15.657142857142857,Low,100.0,Active
9260.0,33371.83,33371.711803096514,189.0,193.5,10.0,31.0,21.0,0.1909725320409046,metal loss,metal loss,metal loss,0.11819690348784206,4.5,True,True,True,95.06803096512158,84.8167102064481,High,3.0,Confident,,0.8396499273466489,75.6,Critical,16.333333333333332,High Risk
9260.0,33400.71,33400.38327785215,227.0,135.0,14.0,17.0,3.0,3.0840220178108213,metal loss,metal loss,metal loss,0.32672214785270626,92.0,True,False,False,46.73277852147294,54.83881127728897,Low,0.42857142857142855,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.24485666228999298,20.285714285714285,Low,100.0,Active
9270.0,33402.69,33402.677237262746,200.0,179.5,31.0,33.0,2.0,0.6834525088890439,metal loss,metal loss,metal loss,0.012762737256707624,20.5,True,True,True,82.78903929409958,80.1361362500532,High,0.2857142857142857,Review Required,High match cost (>0.6),0.5940173510804455,30.85714285714286,Moderate,100.0,Active
