distance,event_type,orientation,length,width,depth,joint_number,comments,year
10426.083,metal loss,237.5,5.2,1.8,15.0,2920,,2022
10427.72,metal loss,236.0,2.9,1.2,16.0,2920,,2022
10428.881,metal loss,231.0,7.1,2.2,11.0,2920,,2022
10444.728,metal loss,242.0,5.0,1.7,13.0,2920,,2022
10460.843,metal loss,238.0,10.1,3.5,11.0,2920,,2022
10462.457,metal loss,248.5,3.3,1.3,14.0,2920,,2022
10463.153,metal loss,206.5,3.7,2.9,13.0,2920,,2022
10463.402,metal loss,144.0,5.3,3.7,12.0,2920,,2022
10543.307,metal loss,131.5,6.4,3.8,18.0,2940,,2022
10545.079,metal loss,187.0,2.6,1.6,15.0,2950,,2022
10622.356,metal loss,191.0,1.5,1.1,24.0,2960,,2022
10623.796,metal loss,199.5,5.0,4.4,23.0,2960,,2022
10623.963,metal loss,119.5,2.2,2.9,27.0,2960,,2022
10668.829,metal loss,347.0,9.0,3.2,11.0,2980,,2022
10784.616,metal loss,157.0,1.7,1.7,25.0,3010,,2022
10784.829,metal loss,115.5,4.1,2.3,15.0,3010,,2022
10813.586,metal loss,124.00000000000001,13.0,3.6,10.0,3020,,2022
10818.54,metal loss,135.5,4.6,1.5,10.0,3020,,2022
10858.196,metal loss,260.5,3.3,1.5,12.0,3030,,2022
10859.426,metal loss,264.5,5.3,1.2,12.0,3030,,2022
11324.531,metal loss,175.5,5.6,3.8,14.0,3140,,2022
11337.087,metal loss,337.0,14.1,5.2,11.0,3150,,2022
11486.476,metal loss,241.50000000000003,10.1,2.7,13.0,3190,,2022
11500.39,metal loss,234.0,2.4,1.8,18.0,3190,,2022
11505.65,metal loss,242.50000000000003,6.1,1.9,11.0,3190,,2022
11512.9,metal loss,260.0,2.5,0.7,13.0,3190,,2022
11514.633,metal loss,263.5,3.6,1.9,13.0,3190,,2022
11726.316,metal loss,110.0,12.5,2.4,12.0,3250,,2022
11728.104,metal loss,108.0,20.1,2.0,11.0,3250,,2022
11743.806,metal loss,100.0,9.8,3.4,13.0,3250,,2022
11780.043,metal loss,183.0,4.1,4.4,12.0,3260,,2022
11945.869,metal loss,69.0,10.4,3.0,13.0,3300,,2022
12141.325,metal loss,196.5,4.8,1.6,11.0,3350,,2022
12142.313,metal loss,198.5,2.8,3.6,11.0,3350,,2022
12146.407,metal loss,204.0,5.1,1.6,10.0,3350,,2022
12162.674,metal loss,206.5,5.5,3.4,16.0,3350,,2022
12264.18,metal loss,201.0,2.2,1.7,15.0,3380,,2022
12286.867,metal loss,61.0,10.5,3.4,12.0,3380,,2022
12412.49,metal loss,132.5,17.0,2.3,12.0,3420,,2022
12416.394,metal loss,128.0,9.7,3.7,12.0,3420,,2022
12417.644,metal loss,127.5,10.2,4.2,13.0,3420,,2022
12421.26,metal loss,128.5,8.9,2.8,13.0,3420,,2022
12426.778,metal loss,118.0,9.5,4.5,13.0,3420,,2022
12429.075,metal loss,129.0,12.4,5.9,16.0,3420,,2022
12431.686,metal loss,124.50000000000001,10.1,6.5,12.0,3420,,2022
12434.4,metal loss,135.0,5.4,3.2,13.0,3420,,2022
12447.864,metal loss,209.5,12.8,2.4,12.0,3430,,2022
12450.03,metal loss,208.5,9.3,2.2,12.0,3430,,2022
12451.22,metal loss,211.5,4.3,3.1,10.0,3430,,2022
12455.308,metal loss,215.0,17.2,6.7,17.0,3430,,2022
12456.883,metal loss,206.5,1.4,0.3,13.0,3430,,2022
12457.589,metal loss,214.0,15.0,7.6,15.0,3430,,2022
12459.094,metal loss,207.0,3.0,3.5,16.0,3430,,2022
12459.915,metal loss,211.5,3.5,1.9,17.0,3430,,2022
12462.995,metal loss,221.5,9.6,3.4,13.0,3430,,2022
12468.635,metal loss,216.0,23.5,5.8,13.0,3430,,2022
12473.72,metal loss,214.5,11.6,3.5,11.0,3430,,2022
12511.335,metal loss,272.5,29.2,3.5,13.0,3440,,2022
12515.492,metal loss,271.5,4.8,2.5,16.0,3440,,2022
12518.428,metal loss,275.0,7.3,2.4,12.0,3440,,2022
12973.179,metal loss,141.5,20.1,3.1,17.0,3570,,2022
13035.0,metal loss,245.99999999999997,2.7,1.8,12.0,3590,,2022
13054.738,metal loss,244.5,11.5,2.0,10.0,3590,,2022
13189.665,metal loss,192.0,12.8,19.6,22.0,3630,,2022
13190.236,metal loss,106.5,5.3,3.0,21.0,3630,,2022
13681.542,metal loss,110.0,4.1,7.5,18.0,3750,,2022
13681.667,metal loss,206.5,1.4,2.7,17.0,3750,,2022
13681.903,metal loss,144.5,1.7,1.6,21.0,3750,,2022
13889.177,metal loss,386.5,0.4,0.2,26.0,3810,,2022
13889.741,metal loss,285.5,1.3,0.5,17.0,3810,,2022
13890.43,metal loss,385.0,1.3,1.4,35.0,3810,,2022
13890.522,metal loss,227.0,0.6,0.5,13.0,3810,,2022
13890.551,metal loss,296.5,0.7,1.3,21.0,3810,,2022
14038.661,metal loss,182.0,1.7,1.3,16.0,3850,,2022
14039.242,metal loss,164.5,7.1,5.3,16.0,3850,,2022
14107.572,metal loss,261.5,3.3,2.2,12.0,3890,,2022
14109.626,metal loss,263.0,1.8,3.4,13.0,3890,,2022
14113.661,metal loss,266.5,3.9,2.0,14.0,3890,,2022
14114.19,metal loss,360.0,0.6,1.1,27.0,3890,,2022
14114.56,metal loss,360.0,0.7,1.3,26.0,3890,,2022
14116.047,metal loss,259.5,5.8,3.0,12.0,3890,,2022
14297.595,metal loss,309.5,11.7,4.3,11.0,3950,,2022
14298.76,metal loss,315.5,22.8,2.6,11.0,3950,,2022
14302.713,metal loss,324.0,6.5,1.6,12.0,3950,,2022
14304.36,metal loss,339.5,3.5,2.3,10.0,3950,,2022
14304.823,metal loss,312.0,21.8,3.5,11.0,3950,,2022
14308.524,metal loss,311.0,1.9,1.1,15.0,3950,,2022
14311.909,metal loss,321.0,27.7,7.2,15.0,3950,,2022
14315.902,metal loss,338.0,6.5,1.9,10.0,3950,,2022
14328.566,metal loss,317.0,53.8,5.0,12.0,3950,,2022
14349.587,metal loss,230.0,2.5,3.7,16.0,3960,,2022
14381.89,metal loss,197.0,3.4,1.6,11.0,3970,,2022
14597.743,metal loss,232.5,3.5,0.9,12.0,4020,,2022
14597.854,metal loss,187.5,2.4,0.8,16.0,4020,,2022
14670.374,dent,172.5,27.54,8.38,,4040,,2022
14718.376,metal loss,373.0,5.4,3.8,15.0,4050,,2022
14778.14,metal loss,311.0,8.7,3.5,10.0,4070,,2022
14782.904,metal loss,124.00000000000001,2.4,0.7,10.0,4080,,2022
14783.478,metal loss,121.0,2.3,2.8,25.0,4080,,2022
14783.924,metal loss,202.0,10.4,5.7,21.0,4080,,2022
14784.888,metal loss,120.5,1.5,1.0,13.0,4080,,2022
14785.072,metal loss,212.5,7.9,5.2,14.0,4080,,2022
14785.226,metal loss,123.49999999999999,1.0,1.0,14.0,4080,,2022
14785.584,metal loss,122.0,2.2,2.0,17.0,4080,,2022
14786.014,metal loss,218.5,3.6,4.2,12.0,4080,,2022
14786.07,metal loss,122.0,0.7,0.7,18.0,4080,,2022
14786.49,metal loss,217.5,5.6,3.9,13.0,4080,,2022
14790.627,metal loss,283.0,5.0,1.5,44.0,4080,,2022
14791.473,metal loss,285.0,3.4,1.6,23.0,4080,,2022
14792.293,metal loss,61.49999999999999,18.8,8.5,32.0,4080,,2022
14793.514,metal loss,291.0,73.1,8.8,18.0,4080,,2022
14794.098,metal loss,63.5,3.5,1.4,14.0,4080,,2022
14795.144,metal loss,65.5,1.8,1.1,18.0,4080,,2022
14795.499,metal loss,65.5,2.5,1.9,14.0,4080,,2022
14796.775,metal loss,244.99999999999997,19.4,3.3,17.0,4080,,2022
14797.182,metal loss,67.5,1.9,0.9,15.0,4080,,2022
14801.883,metal loss,284.5,4.7,2.0,12.0,4080,,2022
14802.585,metal loss,285.0,2.2,1.7,14.0,4080,,2022
14803.202,metal loss,285.0,1.8,0.9,13.0,4080,,2022
14803.665,metal loss,285.0,2.3,1.3,12.0,4080,,2022
14803.714,metal loss,65.0,5.3,1.6,10.0,4080,,2022
14810.466,metal loss,76.5,3.1,3.7,12.0,4090,,2022
14810.518,metal loss,270.5,2.1,2.0,12.0,4090,,2022
14810.568,metal loss,334.0,1.4,1.0,13.0,4090,,2022
14938.025,metal loss,184.0,1.9,0.9,31.0,4130,,2022
14938.553,metal loss,33.5,1.7,2.0,20.0,4130,,2022
14947.283,metal loss,333.5,1.4,1.9,15.0,4140,,2022
14947.484,metal loss,303.5,1.0,0.7,13.0,4140,,2022
14947.723,metal loss,270.0,3.5,1.8,12.0,4140,,2022
14947.89,metal loss,294.0,1.8,1.0,11.0,4140,,2022
14948.015,metal loss,66.5,0.9,0.3,14.0,4140,,2022
14948.491,metal loss,49.5,5.7,1.5,16.0,4140,,2022
14949.508,metal loss,227.5,7.1,2.8,11.0,4140,,2022
14951.909,metal loss,49.5,3.3,0.7,11.0,4140,,2022
14954.888,metal loss,259.0,4.4,2.6,13.0,4140,,2022
14955.991,metal loss,208.5,7.1,3.0,18.0,4140,,2022
14956.581,metal loss,259.0,1.6,1.7,18.0,4140,,2022
14957.149,metal loss,48.5,1.9,0.7,12.0,4140,,2022
14957.359,metal loss,259.0,1.3,1.9,16.0,4140,,2022
14958.143,metal loss,261.0,2.8,2.6,13.0,4140,,2022
14958.461,metal loss,270.0,4.8,1.4,16.0,4140,,2022
14958.629,metal loss,253.0,4.4,3.0,12.0,4140,,2022
14963.146,metal loss,296.5,0.7,1.0,13.0,4150,,2022
14966.444,metal loss,310.5,0.9,0.9,16.0,4150,,2022
14968.455,metal loss,340.0,3.0,3.4,13.0,4150,,2022
14968.914,metal loss,347.5,0.6,1.0,15.0,4150,,2022
14972.513,metal loss,382.0,6.0,5.4,20.0,4150,,2022
14973.848,metal loss,294.5,4.3,3.0,16.0,4150,,2022
14974.695,metal loss,372.0,29.0,8.0,14.0,4150,,2022
14974.774,metal loss,296.0,3.1,1.7,12.0,4150,,2022
14975.968,metal loss,297.5,1.9,0.9,14.0,4150,,2022
14976.512,metal loss,299.5,1.7,1.3,15.0,4150,,2022
14986.696,metal loss,380.0,9.5,5.4,26.0,4150,,2022
14996.519,attachment,360.0,,,,4150,,2022
15002.497,metal loss,175.0,5.7,5.3,16.0,4160,,2022
15003.743,metal loss,132.5,9.3,3.1,25.0,4160,,2022
15007.575,metal loss,175.5,9.8,6.3,26.0,4161,,2022
15007.881,metal loss,120.5,3.7,3.9,25.0,4161,,2022
15008.602,metal loss,114.0,22.9,5.1,20.0,4161,,2022
15011.601,metal loss,98.0,33.8,15.3,22.0,4162,,2022
15012.484,metal loss,169.0,10.0,3.9,12.0,4190,,2022
15013.576,metal loss,184.5,4.8,2.7,14.0,4190,,2022
15014.511,attachment,180.0,,,,4190,,2022
15015.243,attachment,360.0,,,,4190,,2022
15020.738,metal loss,290.5,7.5,3.2,12.0,4190,,2022
15021.631,metal loss,305.5,9.4,3.0,12.0,4190,,2022
15029.964,metal loss,212.0,4.4,2.4,12.0,4200,,2022
15033.681,metal loss,82.5,5.3,2.8,14.0,4200,,2022
15034.436,metal loss,85.5,3.2,2.0,18.0,4200,,2022
15049.265,metal loss,152.0,5.8,3.7,11.0,4200,,2022
15052.946,metal loss,48.5,19.8,4.3,27.0,4200,,2022
15053.599,metal loss,263.5,2.6,1.0,13.0,4200,,2022
15055.164,metal loss,34.0,6.8,5.0,15.0,4200,,2022
15064.019,metal loss,201.5,2.1,1.4,15.0,4200,,2022
15064.17,metal loss,102.5,0.8,3.6,17.0,4200,,2022
15064.196,metal loss,146.0,2.0,1.4,17.0,4200,,2022
15064.206,metal loss,226.5,2.3,1.0,15.0,4200,,2022
15064.219,metal loss,68.0,1.6,2.1,13.0,4200,,2022
15064.249,metal loss,131.5,1.3,0.7,13.0,4200,,2022
15064.925,metal loss,74.5,2.6,3.3,12.0,4200,,2022
15065.643,metal loss,266.5,3.8,3.8,16.0,4210,,2022
15065.771,metal loss,371.0,1.5,2.2,22.0,4210,,2022
15086.227,metal loss,232.5,1.9,2.2,17.0,4210,,2022
15087.602,metal loss,223.0,0.9,0.7,13.0,4210,,2022
15088.412,metal loss,240.50000000000003,42.6,8.3,27.0,4210,,2022
15092.165,metal loss,234.0,53.2,12.3,41.0,4210,,2022
15097.29,metal loss,95.5,3.3,2.6,23.0,4210,,2022
15098.202,metal loss,256.0,15.3,7.6,31.0,4210,,2022
15101.07,metal loss,281.5,12.4,5.5,24.0,4210,,2022
15101.519,metal loss,53.0,2.3,1.3,12.0,4210,,2022
15101.909,metal loss,70.0,2.4,1.3,11.0,4210,,2022
15102.333,metal loss,276.5,1.5,1.9,15.0,4210,,2022
15103.251,metal loss,281.5,1.7,2.2,15.0,4210,,2022
15103.934,metal loss,291.5,6.3,3.6,16.0,4210,,2022
15107.703,metal loss,251.5,2.2,1.5,14.0,4220,,2022
15108.271,metal loss,265.5,3.1,1.7,12.0,4220,,2022
15109.157,metal loss,106.5,5.6,7.3,32.0,4220,,2022
15111.919,metal loss,256.0,3.6,1.8,13.0,4220,,2022
15113.386,metal loss,153.5,15.4,8.8,29.0,4220,,2022
15113.694,metal loss,351.5,6.5,2.0,12.0,4220,,2022
15115.154,metal loss,288.0,9.9,4.8,16.0,4220,,2022
15115.479,metal loss,356.5,24.7,10.4,34.0,4220,,2022
15125.791,metal loss,107.5,10.7,7.9,21.0,4220,,2022
15126.122,metal loss,55.5,1.9,1.4,32.0,4220,,2022
15132.32,metal loss,190.5,2.6,2.2,16.0,4220,,2022
15132.484,metal loss,232.5,10.3,4.3,40.0,4220,,2022
15133.015,metal loss,186.5,2.6,3.1,13.0,4220,,2022
15140.361,metal loss,189.5,5.5,5.0,16.0,4220,,2022
15144.206,metal loss,106.0,6.0,7.6,21.0,4220,,2022
15144.551,metal loss,74.5,0.8,0.3,19.0,4220,,2022
15146.073,metal loss,328.0,2.6,4.5,23.0,4230,,2022
15146.138,metal loss,110.0,4.7,3.6,10.0,4230,,2022
15161.493,metal loss,348.0,3.4,1.9,14.0,4230,,2022
15211.401,metal loss,256.5,3.3,2.4,13.0,4240,,2022
15224.154,metal loss,127.0,7.4,6.1,23.0,4240,,2022
15224.472,metal loss,59.0,25.2,18.5,22.0,4240,,2022
15226.306,metal loss,79.5,3.1,3.5,18.0,4250,,2022
15226.89,metal loss,384.5,5.0,1.3,10.0,4250,,2022
15227.805,metal loss,386.0,5.1,2.2,14.0,4250,,2022
15242.231,metal loss,388.5,31.3,3.7,17.0,4250,,2022
15302.343,metal loss,150.5,2.3,2.9,19.0,4260,,2022
15303.015,metal loss,168.0,1.3,0.7,14.0,4260,,2022
15303.068,metal loss,191.0,1.1,0.3,14.0,4260,,2022
15303.891,metal loss,229.5,5.4,7.0,19.0,4260,,2022
15314.633,metal loss,237.0,10.7,4.8,16.0,4270,,2022
15315.226,metal loss,142.0,9.5,8.2,15.0,4270,,2022
15315.322,metal loss,84.0,2.9,1.7,14.0,4270,,2022
15383.114,metal loss,174.5,1.3,2.6,32.0,4330,,2022
15405.932,metal loss,61.0,2.8,2.2,16.0,4340,,2022
15406.063,metal loss,113.5,6.4,2.6,14.0,4340,,2022
15418.435,metal loss,202.0,1.6,1.7,13.0,4360,,2022
15418.609,metal loss,320.0,2.2,1.7,15.0,4360,,2022
15418.848,metal loss,157.0,1.7,1.3,25.0,4360,,2022
15418.888,metal loss,211.0,1.5,1.0,12.0,4360,,2022
15546.375,metal loss,194.0,8.5,4.6,13.0,4400,,2022
15546.969,metal loss,241.0,24.6,7.8,14.0,4410,,2022
15547.014,metal loss,92.0,5.8,4.9,16.0,4410,,2022
15548.533,metal loss,195.0,1.6,2.0,12.0,4410,,2022
15627.723,metal loss,147.0,2.8,1.9,22.0,4430,,2022
15906.217,metal loss,219.0,3.7,2.7,10.0,4500,,2022
15961.463,metal loss,97.0,3.6,1.0,11.0,4510,,2022
15964.688,metal loss,95.5,3.4,1.1,13.0,4510,,2022
15965.568,metal loss,96.5,3.7,1.4,14.0,4510,,2022
15968.816,metal loss,93.0,8.2,3.4,10.0,4510,,2022
15995.328,metal loss,241.0,7.9,3.2,10.0,4520,,2022
15996.385,metal loss,237.5,11.1,5.2,13.0,4520,,2022
15998.465,metal loss,244.5,13.7,3.7,12.0,4520,,2022
16019.547,metal loss,246.99999999999997,8.3,2.2,12.0,4520,,2022
16021.25,metal loss,245.99999999999997,7.8,1.8,14.0,4520,,2022
16023.944,metal loss,180.5,4.6,3.3,16.0,4530,,2022
16065.86,metal loss,225.0,1.8,1.5,24.0,4540,,2022
16082.477,metal loss,223.0,0.6,0.9,18.0,4540,,2022
16422.142,metal loss,135.0,3.5,2.4,21.0,4620,,2022
16502.995,metal loss,160.5,3.7,3.1,17.0,4640,,2022
16504.396,metal loss,246.5,5.5,2.4,12.0,4650,,2022
16504.633,metal loss,208.0,10.8,7.3,25.0,4650,,2022
16504.767,metal loss,150.0,6.4,10.1,15.0,4650,,2022
16575.932,metal loss,158.0,24.2,19.2,20.0,4660,,2022
16582.897,metal loss,237.0,14.6,10.4,26.0,4660,,2022
16583.117,metal loss,192.0,4.4,3.8,19.0,4660,,2022
16583.225,metal loss,99.0,11.1,10.6,14.0,4660,,2022
16583.271,metal loss,287.5,2.5,3.3,24.0,4660,,2022
16583.294,metal loss,143.5,5.3,3.2,17.0,4660,,2022
16663.432,metal loss,210.5,5.6,4.7,20.0,4680,,2022
16663.53,metal loss,134.0,2.2,2.5,21.0,4680,,2022
16665.262,metal loss,207.5,2.4,2.1,15.0,4690,,2022
16743.871,metal loss,233.0,2.2,2.7,24.0,4700,,2022
16743.967,metal loss,109.5,2.0,2.2,23.0,4700,,2022
16744.035,metal loss,49.99999999999999,1.9,2.5,15.0,4700,,2022
16744.872,metal loss,126.0,0.7,1.9,34.0,4710,,2022
16745.39,metal loss,137.0,8.6,15.1,29.0,4710,,2022
16745.561,metal loss,53.0,1.2,1.7,22.0,4710,,2022
16824.321,metal loss,101.5,18.5,6.8,20.0,4720,,2022
16824.8,metal loss,182.5,2.6,3.5,20.0,4720,,2022
16825.289,metal loss,152.0,10.9,5.9,14.0,4730,,2022
16978.402,metal loss,346.0,3.9,1.7,15.0,4760,,2022
17668.209,metal loss,308.5,43.5,6.3,29.0,4960,,2022
18250.587,metal loss,161.0,1.9,2.8,23.0,5100,,2022
18260.607,metal loss,165.0,3.1,2.6,25.0,5120,,2022
18501.375,metal loss,181.0,2.7,2.7,42.0,5180,,2022
18888.635,attachment,180.0,,,,5270,,2022
19703.789,metal loss,343.0,23.5,5.6,17.0,5490,,2022
19711.526,metal loss,342.5,6.6,2.6,13.0,5490,,2022
20176.562,metal loss,93.5,8.4,3.1,12.0,5600,,2022
20417.103,metal loss,162.0,1.1,0.7,14.0,5660,,2022
20417.106,metal loss,179.0,3.3,1.9,28.0,5660,,2022
20417.487,metal loss,203.5,1.8,1.5,32.0,5660,,2022
20496.119,metal loss,157.5,4.9,2.9,20.0,5680,,2022
20576.447,metal loss,169.5,5.1,3.1,18.0,5700,,2022
20716.854,metal loss,181.5,3.9,2.0,16.0,5740,,2022
21103.73,metal loss,190.5,1.3,1.4,25.0,5840,,2022
21366.778,metal loss,217.5,8.0,9.2,23.0,5920,,2022
21366.955,metal loss,130.0,5.3,7.8,37.0,5920,,2022
21367.064,metal loss,272.0,2.5,1.5,23.0,5920,,2022
21367.073,metal loss,254.0,1.5,0.9,20.0,5920,,2022
21391.217,attachment,180.0,,,,5920,,2022
21392.329,metal loss,203.5,5.6,2.4,41.0,5920,,2022
21395.492,attachment,360.0,,,,5920,,2022
21490.135,attachment,360.0,,,,5950,,2022
21523.579,metal loss,211.5,13.9,18.4,34.0,5950,,2022
21527.454,metal loss,161.0,2.8,4.8,16.0,5960,,2022
21900.453,metal loss,136.0,2.5,1.6,15.0,6060,,2022
21901.437,metal loss,194.5,5.9,2.1,20.0,6060,,2022
21902.575,metal loss,207.5,4.1,1.5,17.0,6060,,2022
21929.426,metal loss,151.5,6.9,2.4,18.0,6060,,2022
21930.226,metal loss,129.5,16.1,6.7,19.0,6060,,2022
21931.312,metal loss,223.0,2.5,3.1,15.0,6070,,2022
22011.339,metal loss,146.5,5.7,5.7,20.0,6090,,2022
22089.377,metal loss,346.5,1.9,2.6,16.0,6100,,2022
22089.846,metal loss,159.5,14.1,11.3,34.0,6100,,2022
22090.098,metal loss,310.5,3.0,2.6,16.0,6100,,2022
22090.302,metal loss,213.5,3.9,2.2,15.0,6100,,2022
22090.341,metal loss,257.0,5.0,5.7,15.0,6100,,2022
22091.237,metal loss,161.0,0.8,0.7,38.0,6110,,2022
22091.946,metal loss,195.0,3.8,2.4,46.0,6110,,2022
22093.074,metal loss,346.0,1.9,2.8,14.0,6110,,2022
22110.128,metal loss,183.0,4.9,1.5,10.0,6110,,2022
22170.187,metal loss,130.5,9.7,7.1,25.0,6120,,2022
22170.551,metal loss,239.5,3.6,2.6,14.0,6120,,2022
22250.784,metal loss,159.0,3.2,2.0,11.0,6140,,2022
22460.453,metal loss,119.0,6.3,3.3,12.0,6200,,2022
22463.848,metal loss,118.0,4.1,2.4,13.0,6200,,2022
22473.543,metal loss,121.5,6.3,2.7,12.0,6200,,2022
22478.553,metal loss,119.5,5.5,2.4,19.0,6200,,2022
22481.047,metal loss,118.0,5.0,2.3,12.0,6200,,2022
22487.395,metal loss,117.5,7.7,1.9,14.0,6200,,2022
22491.955,metal loss,134.5,1.5,1.3,19.0,6200,,2022
22493.163,metal loss,155.5,4.8,5.4,22.0,6210,,2022
22571.496,metal loss,152.5,5.2,5.4,15.0,6220,,2022
22740.482,metal loss manufacturing anomaly,85.0,1.6,2.5,31.0,6270,,2022
22740.869,metal loss manufacturing anomaly,184.5,0.4,1.3,22.0,6270,,2022
22788.773,metal loss,302.5,12.5,2.6,14.0,6280,,2022
22871.066,metal loss,121.0,0.9,1.1,20.0,6310,,2022
22871.184,metal loss,196.0,5.2,2.8,11.0,6310,,2022
22871.188,metal loss,162.5,8.8,6.3,16.0,6310,,2022
23031.68,metal loss,195.0,3.4,2.9,16.0,6350,,2022
23065.256,metal loss,197.0,23.4,7.1,36.0,6350,,2022
23065.256,metal loss,154.0,6.4,4.2,17.0,6350,,2022
23066.555,metal loss,151.5,4.0,1.1,16.0,6350,,2022
23067.011,metal loss,179.5,3.7,2.8,25.0,6350,,2022
23074.695,metal loss,230.0,4.2,1.7,14.0,6360,,2022
23077.228,metal loss,134.5,13.1,2.3,36.0,6360,,2022
23077.881,metal loss,215.0,2.5,2.1,17.0,6360,,2022
23078.442,metal loss,122.0,6.0,2.4,14.0,6360,,2022
23079.646,metal loss,133.5,9.6,2.3,20.0,6360,,2022
23080.673,metal loss,117.5,3.0,2.4,35.0,6360,,2022
23080.955,metal loss,140.5,17.5,8.0,23.0,6360,,2022
23081.64,metal loss,231.0,14.7,2.9,24.0,6360,,2022
23082.831,metal loss,122.49999999999999,17.3,5.2,18.0,6360,,2022
23083.133,metal loss,235.5,9.8,6.7,38.0,6360,,2022
23085.584,metal loss,241.0,1.3,1.4,18.0,6360,,2022
23086.119,metal loss,128.5,22.4,6.7,27.0,6360,,2022
23088.53,metal loss,236.5,16.8,5.9,17.0,6360,,2022
23088.678,metal loss,126.5,15.5,4.0,20.0,6360,,2022
23090.144,metal loss,133.5,16.7,5.6,22.0,6360,,2022
23092.454,metal loss,237.0,3.4,1.7,18.0,6360,,2022
23098.57,metal loss,154.0,15.2,5.9,37.0,6360,,2022
23101.237,metal loss,220.0,7.7,3.7,12.0,6360,,2022
23102.254,metal loss,157.5,2.6,1.8,19.0,6360,,2022
23102.641,metal loss,178.0,5.9,2.5,13.0,6360,,2022
23112.024,metal loss,170.0,2.2,2.4,27.0,6370,,2022
23190.682,metal loss,193.5,3.1,1.7,15.0,6380,,2022
23190.692,metal loss,176.0,2.1,2.6,12.0,6380,,2022
23192.398,metal loss,173.5,3.7,3.6,12.0,6390,,2022
23232.956,metal loss,47.0,6.7,2.0,13.0,6400,,2022
23237.969,metal loss,45.5,2.6,1.7,17.0,6400,,2022
23238.619,metal loss,50.5,2.5,1.1,15.0,6400,,2022
23239.252,metal loss,48.5,13.7,3.3,14.0,6400,,2022
23240.814,metal loss,46.0,5.0,1.8,14.0,6400,,2022
23241.463,metal loss,49.99999999999999,7.2,2.0,14.0,6400,,2022
23243.852,metal loss,51.5,7.6,2.5,15.0,6400,,2022
23249.177,metal loss,44.5,2.4,2.1,17.0,6400,,2022
23250.299,metal loss,47.50000000000001,6.7,1.7,10.0,6400,,2022
23251.765,metal loss,49.5,4.3,2.5,14.0,6400,,2022
23252.566,metal loss,44.5,6.6,2.1,10.0,6400,,2022
23254.685,metal loss,46.5,12.8,2.6,15.0,6400,,2022
23259.203,metal loss,47.0,8.3,5.3,16.0,6400,,2022
23260.23,metal loss,46.0,9.6,2.5,11.0,6400,,2022
23261.903,metal loss,51.5,9.0,2.3,15.0,6400,,2022
23265.991,metal loss,48.0,18.9,4.0,15.0,6400,,2022
23269.268,metal loss,46.0,11.3,2.7,19.0,6400,,2022
23270.791,metal loss,46.5,11.5,2.5,15.0,6400,,2022
23466.617,metal loss,218.5,3.8,1.0,15.0,6460,,2022
23700.325,metal loss,141.5,4.4,10.7,19.0,6520,,2022
23727.572,metal loss,387.5,29.7,12.9,46.0,6520,,2022
23728.081,metal loss,318.5,16.5,6.5,28.0,6520,,2022
23729.636,metal loss,306.0,3.1,1.0,23.0,6520,,2022
23729.879,metal loss,347.0,6.3,8.7,23.0,6520,,2022
23766.529,metal loss,149.0,9.6,28.1,24.0,6530,,2022
23766.703,metal loss,257.0,1.2,1.8,20.0,6530,,2022
23768.337,metal loss,148.5,1.3,1.9,26.0,6540,,2022
23928.773,metal loss,153.5,3.6,2.4,21.0,6580,,2022
23928.812,metal loss,319.0,1.9,2.1,18.0,6580,,2022
23945.538,metal loss,177.5,2.9,2.3,15.0,6580,,2022
23951.991,metal loss,173.5,3.4,2.0,18.0,6580,,2022
23976.512,metal loss,203.0,8.0,3.3,11.0,6590,,2022
23976.959,metal loss,141.5,3.9,2.5,11.0,6590,,2022
23977.589,metal loss,169.5,5.1,2.0,13.0,6590,,2022
24007.08,metal loss,91.5,3.5,5.5,14.0,6590,,2022
24007.123,metal loss,136.0,0.9,1.4,28.0,6590,,2022
24007.431,metal loss,130.0,1.4,1.1,16.0,6590,,2022
24008.845,metal loss,122.0,4.3,2.0,21.0,6600,,2022
24343.599,metal loss,387.5,10.3,3.6,10.0,6680,,2022
24344.957,metal loss,387.5,7.6,1.8,14.0,6680,,2022
24347.385,metal loss,42.0,21.5,2.9,10.0,6680,,2022
25325.915,metal loss,170.0,4.0,1.6,19.0,6930,,2022
25551.125,metal loss,94.0,1.3,1.3,28.0,6990,,2022
25623.497,metal loss,126.5,4.5,2.1,12.0,7010,,2022
25626.22,metal loss,127.0,4.5,2.6,13.0,7010,,2022
25628.553,metal loss,272.5,12.4,3.1,13.0,7010,,2022
25631.188,metal loss,129.5,3.7,3.0,10.0,7010,,2022
25633.301,metal loss,128.5,6.5,3.8,13.0,7010,,2022
25634.049,metal loss,131.0,2.0,1.8,23.0,7010,,2022
25634.646,metal loss,86.5,5.7,2.0,18.0,7010,,2022
25636.093,metal loss,86.5,1.2,1.1,23.0,7010,,2022
25639.131,metal loss,261.5,2.8,2.9,14.0,7010,,2022
25639.708,metal loss,308.5,3.9,2.6,17.0,7010,,2022
25639.82,metal loss,264.0,5.2,1.9,12.0,7010,,2022
25640.991,metal loss,265.0,2.8,1.2,13.0,7010,,2022
25642.999,metal loss,251.5,6.9,3.2,12.0,7010,,2022
25646.847,metal loss,264.5,8.7,2.1,12.0,7010,,2022
25679.688,metal loss,204.0,5.7,1.3,21.0,7030,,2022
25938.501,metal loss,53.0,17.4,5.7,30.0,7110,,2022
